Code,Pro_name,Unit_price
0111,VXEDXAUB,49.74
0112,SVMNOQQN,116.62
0113,UNSQZYTU,67.84
0114,GDRWCWUX,47.95
0115,KXKCENGW,78.79
0116,WJLOKMBM,100.29
0117,BLVMLXDK,118.71
0118,VEPTYHYS,24.13
0119,BMBELASH,50.79
0120,XHKNVLVQ,85.33
0121,PTBMXUBX,58.15
0122,YOFIGGMC,47.4
0123,PACVEMNG,58.44
0124,LUQGHZXQ,38.47
0125,GEUJQYRN,39.8
0126,EUVPMNFD,86.5
0127,ZKUVSUUI,5.4
0128,RFWXDDSA,92.45
0129,ARZDEBPX,1.57
0130,OEUDTKSQ,8.98
0131,QQXSYNMT,31.59
0132,KKIWFFJB,16.47
0133,YSAKXYFU,55.6
0134,VDEVKRFO,22.79
0135,QWNYUCBL,78.82
0136,SMZSNOPG,49.11
0137,MTXHAMGY,90.3
0138,LOHNPWJB,45.84
0139,KYVKACTL,1.54
0140,FYVBBBYI,83.28
0141,RXYOBAEY,116.03
0142,STZOCEJY,33.51
0143,CVQKNQOP,72.66
0144,QACCHEFT,54.45
0145,DOZXRIVA,98.54
0146,MZWUTZDH,40.84
0147,ICIHVZHK,76.16
0148,NJBECWND,74.94
0149,LLAYAJSY,3.2
0150,VLMHSNIJ,67.07
0151,PUNTZKPO,106.47
0152,LPXJLHID,14.64
0153,XYAJIPEF,1.98
0154,JVNWLNVX,49.71
0155,XOCIUMVO,11.44
0156,IOMPWMFX,47.68
0157,WRQKNXME,72.38
0158,VKCHGHSF,36.22
0159,AKGXQKTD,70.34
0160,DNBPRYPF,87.91
0161,NKDAGIXX,62.91
0162,YGLTSFVK,37.52
0163,AMGMZQMN,83.49
0164,OYMNAKUV,92.03
0165,IDXVAMIE,87.24
0166,JORLAYZH,5.86
0167,LDYPHCQG,13.3
0168,OCRMTBMO,63.69
0169,WKVOIKNF,7.14
0170,WMHNHPUM,29.72
0171,UFKQUPMO,94.81
0172,PZMIXDZK,69.73
0173,QCJFHMRX,66.56
0174,KDQFMVWT,3.82
0175,WRKKHTAI,104.39
0176,HCKAFJGO,109.75
0177,PVURHRGK,19.22
0178,UGDBJZCG,66.77
0179,WWZAVGOS,62.61
0180,RXLFIUGX,7.45
0181,EGCCEYOM,26.91
0182,HUXEXYOR,16.67
0183,IJLVAJXQ,17.03
0184,HMABDSYB,30.2
0185,QZZHBRTT,99.71
0186,NZWOUQYG,109.39
0187,RLRJUYDR,3.06
0188,EEUZGIGI,95.87
0189,ULUDRCQM,64.49
0190,WDVCDQHY,40.78
0191,BZKSZWWE,41.9
0192,SQMSMLIF,50.57
0193,LBRMJFBJ,20.76
0194,SIOYQJTN,10.24
0195,EWCYPSID,52.95
0196,PXLIZDEJ,74.06
0197,ESYADGAD,50.1
0198,ZWAEPBGA,66.47
0199,FTBGRHVY,24.26
0200,SPPNUGYS,70.3
0201,ORGHVEXZ,54.98
0202,SGETAOVV,105.34
0203,METMRYYT,19.75
0204,MRWLHRBA,95.51
0205,YVIFRSJB,28.54
0206,BOKPJLSB,101.68
0207,YEISTWAH,31.88
0208,YHVOEKHD,28.21
0209,GVAXFUDU,107.92
0210,HEDQENAD,16.22
0211,FWWIWDSO,29.75
0212,YYQCYCUM,92.29
0213,GIOVUPXT,101.75
0214,QAFJCQCC,96.11
0215,SYNLHXSA,8.9
0216,WXVNDNBN,11.39
0217,KNECREUX,98.41
0218,DBCDYCZH,67.95
0219,NMVBVYAI,93.11
0220,BUISATWF,49.14
0221,HWCCRGXL,107.39
0222,CFACSMUW,46.36
0223,TOOUPECW,43.68
0224,IFQRJTYR,62.91
0225,OVETGGXR,89.78
0226,VZZCLXMF,60.87
0227,DJJTAOSW,73.96
0228,RILZBTYY,42.17
0229,LBCRESSC,99.93
0230,ILNLHRTV,27.76
0231,JEHVPAZT,44.42
0232,JURHVJHH,105.93
0233,NLMSMSTR,78.99
0234,REKLPFGY,91.0
0235,IUVNKBZF,81.08
0236,KTBZVQXM,78.77
0237,MDXWGOFI,65.95
0238,SJSPJTGD,90.0
0239,FRQJEOGW,7.09
0240,ELZKSWZA,45.2
0241,DJEOQEPV,101.48
0242,VIYOCYAG,103.98
0243,BTPSTOSU,86.1
0244,RIXQTCBC,24.6
0245,VKRJGKFC,24.35
0246,ONXKJGJE,72.25
0247,FHLSYFDR,78.26
0248,HWCQUVUS,72.74
0249,NGXKSWNV,21.58
0250,CPKAONCN,26.24
0251,YPXKLODC,35.15
0252,IEDJEVNX,86.14
0253,OCSLBHMP,89.44
0254,SNVSANDF,6.07
0255,YWIQRZYC,68.95
0256,RYKCIDXV,94.59
0257,YEYZUNQM,48.99
0258,UPTBXBTW,107.98
0259,TADZZGRW,6.78
0260,JJMWTJJB,47.52
0261,THWDXWTR,73.03
0262,RXPJVKDN,72.44
0263,YONYBNII,35.51
0264,CKWEEIXZ,78.06
0265,BLQRVHHP,23.21
0266,GMRKASXY,6.92
0267,PLPTLXIZ,91.16
0268,CGAUIWFN,64.25
0269,STFQKDNW,39.42
0270,YXUZAOLH,113.71
0271,QOKCJDXH,61.06
0272,WTTEUOXJ,115.58
0273,TIJJXWWL,43.33
0274,MFTOVKPA,87.34
0275,HANEJBKV,3.83
0276,PHSFBBNX,104.61
0277,KNYIWKPY,33.82
0278,XJLVJVOK,14.55
0279,IFEOPUTZ,50.71
0280,CIWKTDCI,102.63
0281,BECPJJVS,90.77
0282,RBRVCWJO,4.9
0283,YHERITZI,20.56
0284,HMGPOCMD,79.69
0285,BGFTMFSA,36.35
0286,RWUNSDVG,118.57
0287,UJLFLTWT,116.52
0288,CMOZICPB,7.16
0289,CEFMLLMV,26.96
0290,YVERIBZB,82.88
0291,VIKZAJOU,68.9
0292,GWRZGFSR,94.22
0293,YWCDDJLL,91.87
0294,IQUUZTKP,113.24
0295,LCONLUYC,91.61
0296,WHDIMBBO,65.48
0297,HYRQETJV,105.61
0298,AYYNGKDR,44.76
0299,EBXYYJUU,80.44
0300,BMZFVRTX,107.74
0301,RSRVTBPX,11.62
0302,QHHJHWUO,77.35
0303,BCKXHCMS,79.47
0304,KWMWANUH,37.76
0305,TWQLMDAC,113.42
0306,PXKXKYVN,41.59
0307,LFIHPTIT,54.28
0308,FPEOLDDZ,28.92
0309,WOUQDTDG,11.21
0310,YHDAAYGN,14.39
0311,MEYAVFCV,38.68
0312,IIRKBERE,95.91
0313,AVVTRWOS,115.87
0314,IXAUISOW,107.93
0315,NOXUYXBN,21.52
0316,LEZHUBVT,99.03
0317,ZEEFHEVW,14.24
0318,SHTJHEVT,76.63
0319,NNZMSPNL,5.68
0320,RZAOITEK,5.62
0321,IUJZOCRC,92.39
0322,YREHCVEI,59.85
0323,HUNFJHUY,74.67
0324,WHOVGWGJ,37.99
0325,CWLILCXN,118.72
0326,ZEIEPIMO,53.73
0327,YKEBTWWQ,64.97
0328,PDABNFUU,22.55
0329,PQRERAYS,29.49
0330,ZNPAMIRI,15.38
0331,QLUDLGGQ,13.23
0332,SWHACCQB,71.75
0333,YJJKGSHX,67.16
0334,AGHKZMNT,100.19
0335,ZTSRCGBY,56.52
0336,TJTNUEHD,7.52
0337,STHOMLCO,74.07
0338,ZRDTISTT,86.09
0339,MGIWNWYI,64.75
0340,PBICLOXA,74.58
0341,JKMSYCHE,22.28
0342,SGNRJWMV,81.16
0343,CWGFCXYA,74.16
0344,LZQPLEFF,39.21
0345,YOGOOKWT,19.06
0346,CBGQQLWE,108.18
0347,ZWXGBQQF,100.73
0348,MOXHMJDE,78.73
0349,CDSRVHJV,43.46
0350,RTOLFKJL,100.04
0351,LMUJFQXN,76.59
0352,MXAWHAOX,14.13
0353,LUUIMFKE,26.87
0354,JVZYHSKK,117.18
0355,MWFYBTGY,9.22
0356,MZDLZINZ,10.77
0357,VBEUPVOG,118.19
0358,ETRWYTVG,32.7
0359,INJSJNVD,3.44
0360,QZRMNTQN,91.86
0361,RMOMASGB,80.55
0362,CJXORZHS,60.96
0363,LKOPSASD,35.61
0364,HVOTRHZL,11.88
0365,KAUFESHF,21.52
0366,BZLAJUGG,9.13
0367,VFWCCAJQ,33.63
0368,NWHPZJPX,110.99
0369,EVIIKMDF,50.37
0370,JRYHDTEN,113.05
0371,HJHOEORT,58.99
0372,NWSHJBNE,12.6
0373,ZMYGJXWB,24.11
0374,BVOUODRY,18.16
0375,XBWRWODO,96.07
0376,TVCUEASK,70.64
0377,XHMJERMC,21.53
0378,WSOEMLTK,85.96
0379,IUPUABHD,23.71
0380,LXEANNQC,104.61
0381,LAUVBXFV,110.14
0382,SRMEVCMM,29.03
0383,COVZTATN,5.68
0384,TIZOIQYJ,10.51
0385,YYPIMTOF,106.16
0386,APHQRTGY,1.7
0387,QEIZTLXO,26.42
0388,JETUVVXD,13.92
0389,VGBDCCOQ,33.52
0390,FLWHDXYT,16.81
0391,GIIYTHDH,118.23
0392,JUHMWJDA,67.54
0393,QYWJYFWH,81.35
0394,DOSCOEST,38.8
0395,WPSPXTTM,7.97
0396,BLXAGQUK,26.88
0397,XLYTHGRP,36.96
0398,AKPUUMDS,108.3
0399,ARGSEGLX,65.52
0400,JTOVSBVZ,37.28
0401,XWQGPSWT,105.85
0402,ATIUXOWS,38.05
0403,RJHUWFQG,48.23
0404,UQZFGCSR,92.17
0405,ZSANESCJ,63.99
0406,FCBPUXTO,1.75
0407,XOIJIKWT,104.13
0408,QEIMANOU,85.84
0409,NMBLKINP,95.99
0410,VOGZBCWG,21.8
0411,WSBKEPVL,112.6
0412,AXVKDEOG,61.94
0413,OJWGYHDG,55.48
0414,OEANGZZW,22.11
0415,ZGDZENFM,100.85
0416,NLAUIEXX,95.02
0417,YKXYPOKA,1.97
0418,UVOHQSRN,15.53
0419,VWDNLVUM,52.04
0420,EUATRSOZ,76.24
0421,WXCOKURM,103.13
0422,STZMAZEC,66.26
0423,LNYTSLYL,12.26
0424,VUILZPMI,51.59
0425,FBDPPYYS,43.73
0426,XOPLYPID,119.23
0427,YFXJXKMK,14.81
0428,WONRZDWW,24.51
0429,HKBHZFOS,58.18
0430,ZZMGJCYY,95.63
0431,CCTYWXHC,20.04
0432,TWADKPCG,97.62
0433,WJKYWHSR,51.75
0434,LQHMXZAD,90.08
0435,WDTVCEKN,93.99
0436,MQDBYOFD,50.01
0437,TBWGZSGN,4.03
0438,THGSOYCU,34.04
0439,WPKTYFOQ,38.82
0440,DNFDOJMU,10.91
0441,SKKOISYC,56.23
0442,GTKCRBSJ,21.96
0443,TLGNYZAK,87.12
0444,DJQPQWUS,93.46
0445,ZTTRRPGT,90.04
0446,LKLEMQZB,114.33
0447,ZVPILTPG,100.31
0448,JYYHXVQI,17.28
0449,GMQADHPG,27.38
0450,ADTPEXYO,11.06
0451,PWNPJDVD,78.54
0452,MGJLCZAW,48.67
0453,SYHYJQTX,89.05
0454,BFAPDUPO,113.76
0455,JZFYMJLS,87.6
0456,DSJQUANQ,110.72
0457,RRVDKWYT,106.41
0458,AGVYCVMN,59.41
0459,EOIYNQHX,45.57
0460,KKLWYEPW,82.57
0461,ESTLQAIU,28.48
0462,BEQPPDOO,54.53
0463,NCKEOADW,55.87
0464,YMWGUFTC,47.32
0465,ISBIQYKP,28.76
0466,LODARWPB,48.76
0467,SXKICJVZ,104.59
0468,WPYVMLPI,36.46
0469,VSYCHHVZ,74.06
0470,MCQOSZGV,58.83
0471,WFJUSVQY,17.51
0472,WCAPHTXQ,31.85
0473,CUMGRLRV,44.1
0474,MJQAWXUS,38.66
0475,GMWDHLBU,118.81
0476,IVQJNNTY,33.54
0477,LXSVZQNX,90.82
0478,VOMDIXXO,13.13
0479,ISTZZVZA,107.89
0480,JHHQJXVM,79.98
0481,GPLEVGNL,4.8
0482,DATOZNMF,75.49
0483,TXHMBZUV,119.22
0484,UEMVHCNQ,26.63
0485,DTGJPTFP,55.85
0486,RGPKZIFQ,45.38
0487,NVTYLYBP,20.24
0488,ZYOFCOKW,10.18
0489,EJFLBWLY,12.88
0490,XQFPUBCD,18.58
0491,CFFRIESM,72.9
0492,COPAIWYX,24.59
0493,OMLNLSQN,28.84
0494,VQVWXJAR,101.98
0495,ZLEUIAPU,10.43
0496,UJXNHQOD,3.68
0497,CYDPYLXO,54.05
0498,GCNEYCZY,2.52
0499,NEVTKZZW,54.53
0500,TVIPWXPJ,20.4
0501,QFIURWCV,64.35
0502,SAOMRDKS,41.88
0503,JAULZRGQ,54.85
0504,FZNJMNMC,63.45
0505,VTOJCYML,96.67
0506,DQUPPBPJ,11.31
0507,QHBDYJWQ,89.26
0508,HGDXFYWD,28.31
0509,CBYVGRAF,57.52
0510,FRIJQIPK,10.29
0511,XUUSNTXY,88.67
0512,RJTQKEHJ,86.3
0513,CHBQRPVB,37.39
0514,DKBDRTRE,48.23
0515,OHBWLFJJ,17.77
0516,VWIGGTXT,10.12
0517,LJTNSZKX,102.72
0518,PDDZUNAV,17.83
0519,JCLYIQYK,19.9
0520,KKEDORRJ,1.92
0521,JKCPBQVT,93.68
0522,FXLOAVTT,109.87
0523,PYNJUIRX,7.11
0524,PZDAJLNZ,93.29
0525,UYFYALNC,69.83
0526,TLVPLSRV,50.77
0527,XPTWASLN,26.31
0528,QMUBDXBS,28.47
0529,DBMPPUYG,107.47
0530,TKFVKOZK,100.62
0531,BGYAIWSL,73.08
0532,MLQPGBMP,98.53
0533,SMBUOTJQ,96.14
0534,LDVAUWTF,6.38
0535,SEOPFAHH,108.33
0536,EWRAIHUG,74.5
0537,XEPCTQSM,106.11
0538,BOQPPDFY,52.0
0539,DKMWRRUG,64.99
0540,ZZKMVDLN,84.98
0541,KULIDYWN,102.04
0542,FEYDPRYB,95.16
0543,TBUHQSOI,67.7
0544,KTNZXEBG,10.8
0545,HRNKYTIT,90.43
0546,HQQYJTQV,41.49
0547,JXHWXXKK,114.32
0548,UQACUAXH,42.91
0549,ZKYMBKXL,4.1
0550,YITXABVF,22.47
0551,AGJPAUKN,10.29
0552,NDUDBHQX,19.16
0553,ZVRUJOTT,83.13
0554,AVUDBYIL,89.18
0555,BYYUUJXI,93.26
0556,NCDCPMNR,32.68
0557,UEHBPIXN,105.48
0558,IEQLAXPB,95.62
0559,GJZPFWIP,57.59
0560,HGFSZMYG,30.53
0561,GCKFJWUI,5.39
0562,AQHYXIYB,12.63
0563,RETBZYNU,91.21
0564,OVSFNLCX,84.5
0565,LMEAAJTH,90.46
0566,OQQDJYFU,21.84
0567,UBCHDOLH,38.32
0568,FEVQUDNL,55.02
0569,DNSHLFOS,59.98
0570,XQCEKKHD,34.25
0571,DGPOONWB,50.17
0572,UYLSFHNQ,50.12
0573,HJZRXTKI,12.94
0574,LLWCULUV,110.74
0575,OMMVJDLU,9.03
0576,ZTLYJTXK,46.01
0577,EAJKYGGR,100.36
0578,PWDDKVBQ,106.22
0579,MRLHKBNM,31.72
0580,CZJRFWKG,52.63
0581,UKENRNUI,111.9
0582,DGHXCKHV,85.61
0583,AHPWFVQI,36.19
0584,AOWOINZG,81.7
0585,MOXTMEMV,34.86
0586,KHUCNDFI,98.88
0587,ATJHUQKV,74.32
0588,UUGAIZSV,114.97
0589,XKSDXPRM,99.01
0590,JBPEMTSB,116.91
0591,EHUNBRDX,81.53
0592,YZQEKBTR,85.13
0593,BEIYUHSF,67.12
0594,LRBAMLKK,88.16
0595,ISCEEZWV,53.77
0596,MYNHVJFB,60.43
0597,YUSNWKKL,51.97
0598,BPPUMZWI,3.29
0599,KGNQXSNF,58.39
0600,WKIFMEKW,81.47
0601,QKNDWCUT,10.87
0602,AXVKOEVI,82.89
0603,IMOCODRR,48.35
0604,SDAXCXEA,30.3
0605,VLRADSEJ,19.7
0606,FTDVSKVT,1.4
0607,LHLRTBEI,87.29
0608,TMLUSODY,77.65
0609,RCGHHICZ,63.41
0610,JMYOLURE,116.26
0611,CAGHCWZF,91.65
0612,TZPZCWEL,98.79
0613,WWUJUAZK,97.42
0614,KVQMFRWX,57.49
0615,NGZTOMPZ,100.55
0616,GTONRPXQ,105.71
0617,KTYZCLCM,49.87
0618,OOOFSURJ,97.82
0619,HPIQXYHO,41.22
0620,DEBULGVO,69.63
0621,OPGWYPOF,21.46
0622,LOSOEIVU,106.77
0623,JAMLMKLA,8.78
0624,MNIPSUWG,49.8
0625,XSWUNVBX,89.17
0626,AYOZBEOO,8.59
0627,WYQRACVO,71.7
0628,EMLYZEJQ,110.93
0629,OXGPSKAA,23.62
0630,QCWLASAZ,39.66
0631,FXIRWOSZ,55.28
0632,UZPWBBNO,68.58
0633,YRGVRZZT,108.11
0634,NBTUVUOZ,37.43
0635,OLBMAISI,45.02
0636,BZMBYZME,52.91
0637,CGHBQMJC,39.93
0638,BIDMUVLI,95.46
0639,MDZCYDOH,103.11
0640,GWUWDPFE,43.83
0641,OTJPHWVB,86.46
0642,JACKOUYU,25.29
0643,ZHXJAOGW,62.51
0644,PPPRAJKE,48.05
0645,BTVMQPEH,113.88
0646,GLWZQATM,94.83
0647,TSHRSKJY,72.76
0648,YSOVELDE,10.92
0649,WKPISETP,109.41
0650,XMPNYKQB,47.77
0651,IPRBLCJA,113.01
0652,EBHKNLKC,40.68
0653,LKIFKMBY,8.92
0654,ZEWGSCWC,13.36
0655,DDECXSBF,85.86
0656,KZZFUARL,46.16
0657,CWRGLTML,39.63
0658,RYOMQRQV,98.91
0659,IZQCVAPM,97.87
0660,WMQPLBGH,24.06
0661,SFJWIFWL,64.51
0662,PDHXRELE,85.07
0663,CUOSMNSG,19.46
0664,IYBUCWFN,92.42
0665,HOPGGGTJ,77.32
0666,SJDYPHJL,29.06
0667,FQQWYQXC,39.76
0668,NOVZUFKS,102.84
0669,VTZWPEQV,43.57
0670,KAZXFTXB,72.87
0671,ATNJTVFF,9.7
0672,KSUQAWWI,1.7
0673,AFULLYLU,109.7
0674,QGVUJDFT,29.34
0675,KGPXHQOA,112.76
0676,XKJQOCYT,72.65
0677,BBTOZKDO,26.3
0678,GWJUSWLM,85.22
0679,ACJBXKLA,77.63
0680,FHZPMPDC,116.1
0681,JDPTXIKR,111.83
0682,TNRVFWQC,99.65
0683,FYIOGRRN,73.38
0684,TYEECFHR,115.6
0685,UGPTNNSJ,87.97
0686,VVZCJDJD,16.8
0687,KFYJZSNR,31.3
0688,TDABJDJZ,20.04
0689,DRRJNMHE,44.71
0690,GQQPGJZI,47.5
0691,ENMJHPEC,66.16
0692,FUKYHVVW,96.47
0693,GZKXGXSM,49.64
0694,ZVPWHCHE,7.47
0695,VVHFBHEH,80.65
0696,ANKLMUEQ,68.64
0697,PAVNONAY,74.09
0698,RKRJBTBX,30.37
0699,JXBZKKEU,87.43
0700,OETQBJAC,95.87
0701,TMKMMIGS,24.45
0702,HOQNHKOJ,33.5
0703,EHUNCLIA,17.19
0704,SSSYXAYI,59.49
0705,RKJUPMRT,92.66
0706,PWYGXTWZ,107.5
0707,BPRPASTB,104.2
0708,JINHGUFD,115.36
0709,HVSEEFDV,91.51
0710,SUKPTGAC,97.74
0711,CZOLYEDB,117.22
0712,QYHEECSA,114.15
0713,LRTFTEZJ,6.86
0714,LDQFPBLK,47.48
0715,FTHJZIJQ,119.7
0716,INRHOMFE,80.63
0717,EDIQSXRX,86.3
0718,HEHXVBIM,28.52
0719,PEQCKZNK,108.1
0720,DSPALRQQ,56.05
0721,JALWAQMV,104.4
0722,NDZHPZHM,101.3
0723,ZLIKAWMY,14.33
0724,MIMVTKYL,108.84
0725,KEPJAWFE,111.16
0726,QSUCPQSH,93.3
0727,ECAKJINU,13.47
0728,BTPMTRGD,79.51
0729,MHEJXAXW,93.86
0730,MFUMOHIB,66.96
0731,EKDWCCST,117.36
0732,ZYXNIRBM,46.76
0733,UPOCBXYE,92.13
0734,HWBJHXZH,71.41
0735,OFJVKYEN,105.93
0736,VAKVYUBF,95.68
0737,JITWSPCZ,70.42
0738,DKKNXPTT,69.09
0739,ZVJJPCPV,62.61
0740,FKWSJMYO,88.56
0741,IZCKTXNR,71.8
0742,ECBUIHFH,108.81
0743,TRNKCEXE,78.17
0744,XDSAGRJG,5.65
0745,XOELAAWP,108.49
0746,XAXCHCPI,114.5
0747,VEGSPQLK,10.19
0748,WIIGUNSF,91.62
0749,CQUYJQNI,60.24
0750,YTTJODHS,2.23
0751,DNDWXLTE,18.04
0752,FUDABVZN,80.22
0753,KLKPLZXT,46.96
0754,SLFZLNSS,101.77
0755,TFFINHON,3.3
0756,KIFJAGOG,22.43
0757,XUSJWCMR,22.29
0758,YTSANTUA,103.82
0759,VAECAALP,75.94
0760,NEECGKXR,43.08
0761,OUCVOWDR,37.83
0762,KKXLBEZU,81.61
0763,RFMXHRYD,6.42
0764,XTQDAPCM,34.64
0765,YGLRNUHS,118.69
0766,GEWQABAJ,78.0
0767,MGBORDHI,51.88
0768,UJUQTKUC,102.27
0769,RGHPUVBO,7.8
0770,RKJFFRWG,112.72
0771,ZMQPILVD,38.38
0772,HARGKKPI,72.9
0773,CXYCGYAP,112.17
0774,APQQIBWJ,29.69
0775,QQTAIQPD,42.98
0776,MWSBJWWT,11.49
0777,UUHTJLLT,49.03
0778,RKRUGUSQ,84.96
0779,QLKZQEAP,20.24
0780,JOEMJNYC,14.38
0781,RIMLYXLU,39.33
0782,MALPDMWN,83.76
0783,YPVUQNSM,29.64
0784,HHCRRZQU,51.37
0785,IPBTHBSG,74.69
0786,FUYZRDUT,81.49
0787,ZOYUEIIB,72.87
0788,ZFIPNWNH,69.12
0789,PTCSSYUE,35.19
0790,MIJDNLLC,24.57
0791,HRAPWMHF,57.86
0792,NVCXAIQO,86.66
0793,MIVPHPRP,47.85
0794,TIFUSKEE,103.17
0795,IJXKFEXO,21.11
0796,WDUYVUJX,28.93
0797,MRIWHFEY,84.36
0798,PBAORWOP,25.47
0799,ONPAVELH,55.52
0800,VKBIDIZK,53.0
0801,TQGPXWZR,9.15
0802,UNMAOXEY,54.05
0803,KUCQPDUQ,27.88
0804,GVLXDBZT,106.87
0805,SSFVCBDD,28.41
0806,RBQHLFJQ,57.25
0807,NLAHKPTQ,67.45
0808,PZLAUFKX,119.96
0809,QTCGJVHS,84.19
0810,FCTBUCKJ,96.88
0811,IBMPMADC,75.33
0812,RDIDMSPQ,36.48
0813,JDMSVFGW,119.06
0814,SORRKKZM,8.04
0815,YHPSSLHV,87.72
0816,HUZHJFAO,48.25
0817,WYHTBILF,87.57
0818,UQLDQDRQ,76.09
0819,UZSNHNII,49.1
0820,JXXUZCXH,59.25
0821,UWOUVRHW,29.42
0822,QBGHJPBR,101.32
0823,LKDLZDFZ,12.1
0824,DFTSYJPC,8.98
0825,YEQNHXQC,21.35
0826,KFUYINJJ,54.62
0827,WIIFNAXS,92.71
0828,DYZRQXQU,54.14
0829,GXXPSDCH,100.4
0830,XNCPBDUJ,119.5
0831,XLFZCHOC,59.05
0832,SRTDCSVN,14.53
0833,TEZALNBC,113.25
0834,YQNTXTRA,18.7
0835,UHXABFPP,69.82
0836,FEYAYDDZ,113.25
0837,KZCHLDUL,44.73
0838,UFROJWSB,103.68
0839,SJTIGYCP,81.02
0840,KITEAHVM,118.91
0841,MYGVINWC,4.42
0842,FURRNELF,12.23
0843,SKKPAHSI,84.26
0844,NTWDUZRI,59.31
0845,FQGHUEGT,88.26
0846,LORQKSTF,31.04
0847,OSAAGIKV,94.28
0848,FSAOHHFD,65.99
0849,TOJSFPIA,48.34
0850,JIVJODRW,60.32
0851,WVKZJKJY,19.14
0852,WHTVYEAD,53.11
0853,GNJAGYUI,62.69
0854,CRKLRQOV,77.17
0855,UCXVQGAS,112.54
0856,DJLZGWUO,61.93
0857,KUMQFMKA,89.78
0858,XOWOBVMD,67.57
0859,URFGJJPW,21.6
0860,VGKOCMWH,99.28
0861,CGNCHOGP,24.18
0862,GCQONWFH,78.83
0863,JNLDFTGN,81.87
0864,EUXXTKKI,40.83
0865,KJUZEMLO,101.8
0866,WIWGQCSL,101.43
0867,RKJGJZDO,84.01
0868,CHDUUNJY,20.88
0869,NKSQXTWZ,6.24
0870,HWXHQQIJ,80.73
0871,BRSLHFEQ,80.06
0872,PTYPYPIQ,119.77
0873,LBLOAMKF,45.07
0874,HLGDCFHN,111.84
0875,IVRTZWOF,16.85
0876,MEXOEGHY,101.74
0877,GPDXAMBU,21.12
0878,UEQQGBBY,48.26
0879,TJKKKIDE,33.05
